id,x,y,h,dom_radius,surface,volume,crown_wkt
239,380442.88,6573388.31,24.87,11.00,663.0,12004.0,"POLYGON((380469.8 6573390.6,380469.6 6573393.2,380468.7 6573395.6,380467.3 6573397.8,380465.4 6573399.8,380463.2 6573401.4,380460.6 6573402.6,380457.8 6573403.3,380454.8 6573403.5,380451.9 6573403.3,380449.1 6573402.6,380446.5 6573401.4,380444.2 6573399.8,380442.4 6573397.8,380441.0 6573395.6,380440.1 6573393.2,380439.8 6573390.6,380440.1 6573388.1,380441.0 6573385.7,380442.4 6573383.5,380444.2 6573381.5,380446.5 6573379.9,380449.1 6573378.7,380451.9 6573378.0,380454.8 6573377.7,380457.8 6573378.0,380460.6 6573378.7,380463.2 6573379.9,380465.4 6573381.5,380467.3 6573383.5,380468.7 6573385.7,380469.6 6573388.1,380469.8 6573390.6))"
240,380640.88,6573388.31,25.20,11.00,810.0,13987.4,"POLYGON((380659.9 6573384.6,380659.6 6573387.3,380658.6 6573389.8,380657.1 6573392.2,380655.0 6573394.2,380652.5 6573395.9,380649.6 6573397.2,380646.5 6573397.9,380643.3 6573398.2,380640.1 6573397.9,380636.9 6573397.2,380634.1 6573395.9,380631.6 6573394.2,380629.5 6573392.2,380628.0 6573389.8,380627.0 6573387.3,380626.7 6573384.6,380627.0 6573382.0,380628.0 6573379.4,380629.5 6573377.1,380631.6 6573375.0,380634.1 6573373.3,380636.9 6573372.1,380640.1 6573371.3,380643.3 6573371.0,380646.5 6573371.3,380649.6 6573372.1,380652.5 6573373.3,380655.0 6573375.0,380657.1 6573377.1,380658.6 6573379.4,380659.6 6573382.0,380659.9 6573384.6))"
241,379880.88,6573387.31,23.95,11.00,685.0,14178.5,"POLYGON((379881.5 6573358.2,379881.3 6573364.6,379880.9 6573370.9,379880.1 6573376.6,379879.0 6573381.6,379877.8 6573385.7,379876.3 6573388.8,379874.7 6573390.7,379873.1 6573391.3,379871.4 6573390.7,379869.9 6573388.8,379868.4 6573385.7,379867.1 6573381.6,379866.1 6573376.6,379865.3 6573370.9,379864.8 6573364.6,379864.7 6573358.2,379864.8 6573351.7,379865.3 6573345.5,379866.1 6573339.8,379867.1 6573334.7,379868.4 6573330.6,379869.9 6573327.5,379871.4 6573325.7,379873.1 6573325.0,379874.7 6573325.7,379876.3 6573327.5,379877.8 6573330.6,379879.0 6573334.7,379880.1 6573339.8,379880.9 6573345.5,379881.3 6573351.7,379881.5 6573358.2))"
242,380026.88,6573387.31,21.24,11.00,211.0,3788.3,"POLYGON((380037.6 6573380.2,380037.4 6573381.4,380037.0 6573382.5,380036.2 6573383.6,380035.2 6573384.6,380034.0 6573385.3,380032.5 6573385.9,380031.0 6573386.3,380029.4 6573386.4,380027.8 6573386.3,380026.3 6573385.9,380024.8 6573385.3,380023.6 6573384.6,380022.6 6573383.6,380021.8 6573382.5,380021.4 6573381.4,380021.2 6573380.2,380021.4 6573378.9,380021.8 6573377.8,380022.6 6573376.7,380023.6 6573375.8,380024.8 6573375.0,380026.3 6573374.4,380027.8 6573374.1,380029.4 6573373.9,380031.0 6573374.1,380032.5 6573374.4,380034.0 6573375.0,380035.2 6573375.8,380036.2 6573376.7,380037.0 6573377.8,380037.4 6573378.9,380037.6 6573380.2))"
243,380672.88,6573386.31,17.96,11.00,229.0,3599.0,"POLYGON((380678.3 6573391.2,380678.2 6573392.6,380677.8 6573394.0,380677.2 6573395.2,380676.4 6573396.3,380675.4 6573397.3,380674.2 6573397.9,380672.9 6573398.4,380671.6 6573398.5,380670.3 6573398.4,380669.0 6573397.9,380667.9 6573397.3,380666.8 6573396.3,380666.0 6573395.2,380665.4 6573394.0,380665.0 6573392.6,380664.9 6573391.2,380665.0 6573389.7,380665.4 6573388.3,380666.0 6573387.1,380666.8 6573386.0,380667.9 6573385.1,380669.0 6573384.4,380670.3 6573384.0,380671.6 6573383.8,380672.9 6573384.0,380674.2 6573384.4,380675.4 6573385.1,380676.4 6573386.0,380677.2 6573387.1,380677.8 6573388.3,380678.2 6573389.7,380678.3 6573391.2))"
244,380782.88,6573386.31,13.59,11.00,108.0,1242.4,"POLYGON((380791.2 6573387.2,380791.1 6573388.0,380790.8 6573388.7,380790.4 6573389.4,380789.8 6573389.9,380789.1 6573390.4,380788.3 6573390.8,380787.5 6573391.0,380786.6 6573391.1,380785.7 6573391.0,380784.8 6573390.8,380784.0 6573390.4,380783.3 6573389.9,380782.7 6573389.4,380782.3 6573388.7,380782.0 6573388.0,380781.9 6573387.2,380782.0 6573386.5,380782.3 6573385.8,380782.7 6573385.1,380783.3 6573384.5,380784.0 6573384.0,380784.8 6573383.7,380785.7 6573383.5,380786.6 6573383.4,380787.5 6573383.5,380788.3 6573383.7,380789.1 6573384.0,380789.8 6573384.5,380790.4 6573385.1,380790.8 6573385.8,380791.1 6573386.5,380791.2 6573387.2))"
245,380390.88,6573385.31,21.02,11.00,66.0,1325.8,"POLYGON((380392.0 6573388.9,380392.0 6573389.7,380391.8 6573390.4,380391.5 6573391.0,380391.1 6573391.6,380390.7 6573392.0,380390.1 6573392.4,380389.6 6573392.6,380389.0 6573392.7,380388.4 6573392.6,380387.8 6573392.4,380387.3 6573392.0,380386.8 6573391.6,380386.5 6573391.0,380386.2 6573390.4,380386.0 6573389.7,380386.0 6573388.9,380386.0 6573388.2,380386.2 6573387.5,380386.5 6573386.8,380386.8 6573386.3,380387.3 6573385.8,380387.8 6573385.5,380388.4 6573385.3,380389.0 6573385.2,380389.6 6573385.3,380390.1 6573385.5,380390.7 6573385.8,380391.1 6573386.3,380391.5 6573386.8,380391.8 6573387.5,380392.0 6573388.2,380392.0 6573388.9))"
246,380503.88,6573384.31,20.62,11.00,48.0,851.7,"POLYGON((380506.1 6573386.6,380506.0 6573387.1,380505.9 6573387.6,380505.5 6573388.0,380505.1 6573388.4,380504.6 6573388.7,380504.1 6573388.9,380503.5 6573389.0,380502.8 6573389.1,380502.2 6573389.0,380501.6 6573388.9,380501.0 6573388.7,380500.5 6573388.4,380500.1 6573388.0,380499.8 6573387.6,380499.6 6573387.1,380499.5 6573386.6,380499.6 6573386.2,380499.8 6573385.7,380500.1 6573385.3,380500.5 6573384.9,380501.0 6573384.6,380501.6 6573384.4,380502.2 6573384.2,380502.8 6573384.2,380503.5 6573384.2,380504.1 6573384.4,380504.6 6573384.6,380505.1 6573384.9,380505.5 6573385.3,380505.9 6573385.7,380506.0 6573386.2,380506.1 6573386.6))"
247,380140.88,6573380.31,17.62,11.00,89.0,1484.7,"POLYGON((380138.6 6573384.0,380138.5 6573384.8,380138.2 6573385.5,380137.7 6573386.2,380137.1 6573386.8,380136.3 6573387.3,380135.4 6573387.6,380134.5 6573387.9,380133.5 6573387.9,380132.5 6573387.9,380131.6 6573387.6,380130.7 6573387.3,380130.0 6573386.8,380129.3 6573386.2,380128.9 6573385.5,380128.6 6573384.8,380128.5 6573384.0,380128.6 6573383.3,380128.9 6573382.6,380129.3 6573381.9,380130.0 6573381.3,380130.7 6573380.8,380131.6 6573380.5,380132.5 6573380.2,380133.5 6573380.2,380134.5 6573380.2,380135.4 6573380.5,380136.3 6573380.8,380137.1 6573381.3,380137.7 6573381.9,380138.2 6573382.6,380138.5 6573383.3,380138.6 6573384.0))"
248,380762.88,6573380.31,14.56,11.00,68.0,818.0,"POLYGON((380771.0 6573381.2,380770.9 6573381.6,380770.6 6573382.1,380770.2 6573382.5,380769.5 6573382.8,380768.8 6573383.1,380767.9 6573383.3,380767.0 6573383.5,380766.0 6573383.5,380765.1 6573383.5,380764.1 6573383.3,380763.3 6573383.1,380762.5 6573382.8,380761.9 6573382.5,380761.4 6573382.1,380761.1 6573381.6,380761.0 6573381.2,380761.1 6573380.7,380761.4 6573380.3,380761.9 6573379.9,380762.5 6573379.5,380763.3 6573379.2,380764.1 6573379.0,380765.1 6573378.9,380766.0 6573378.8,380767.0 6573378.9,380767.9 6573379.0,380768.8 6573379.2,380769.5 6573379.5,380770.2 6573379.9,380770.6 6573380.3,380770.9 6573380.7,380771.0 6573381.2))"
249,380745.88,6573379.31,13.90,11.00,192.0,2350.6,"POLYGON((380744.3 6573381.5,380744.2 6573383.0,380743.9 6573384.3,380743.4 6573385.6,380742.7 6573386.7,380741.9 6573387.6,380740.9 6573388.3,380739.9 6573388.7,380738.8 6573388.9,380737.7 6573388.7,380736.7 6573388.3,380735.7 6573387.6,380734.9 6573386.7,380734.2 6573385.6,380733.7 6573384.3,380733.4 6573383.0,380733.3 6573381.5,380733.4 6573380.1,380733.7 6573378.7,380734.2 6573377.5,380734.9 6573376.4,380735.7 6573375.5,380736.7 6573374.8,380737.7 6573374.4,380738.8 6573374.2,380739.9 6573374.4,380740.9 6573374.8,380741.9 6573375.5,380742.7 6573376.4,380743.4 6573377.5,380743.9 6573378.7,380744.2 6573380.1,380744.3 6573381.5))"
250,380596.88,6573378.31,18.51,11.00,39.0,636.7,"POLYGON((380600.3 6573381.2,380600.2 6573381.8,380600.1 6573382.3,380599.8 6573382.8,380599.5 6573383.3,380599.1 6573383.7,380598.7 6573383.9,380598.2 6573384.1,380597.7 6573384.2,380597.2 6573384.1,380596.7 6573383.9,380596.3 6573383.7,380595.9 6573383.3,380595.6 6573382.8,380595.3 6573382.3,380595.2 6573381.8,380595.1 6573381.2,380595.2 6573380.6,380595.3 6573380.0,380595.6 6573379.5,380595.9 6573379.1,380596.3 6573378.7,380596.7 6573378.4,380597.2 6573378.2,380597.7 6573378.2,380598.2 6573378.2,380598.7 6573378.4,380599.1 6573378.7,380599.5 6573379.1,380599.8 6573379.5,380600.1 6573380.0,380600.2 6573380.6,380600.3 6573381.2))"
251,380618.88,6573378.31,17.64,11.00,851.0,13089.5,"POLYGON((380637.1 6573366.3,380636.8 6573369.8,380636.0 6573373.2,380634.5 6573376.3,380632.6 6573379.0,380630.2 6573381.2,380627.5 6573382.9,380624.6 6573383.9,380621.6 6573384.2,380618.5 6573383.9,380615.6 6573382.9,380612.9 6573381.2,380610.6 6573379.0,380608.6 6573376.3,380607.2 6573373.2,380606.3 6573369.8,380606.0 6573366.3,380606.3 6573362.8,380607.2 6573359.5,380608.6 6573356.4,380610.6 6573353.7,380612.9 6573351.4,380615.6 6573349.8,380618.5 6573348.8,380621.6 6573348.4,380624.6 6573348.8,380627.5 6573349.8,380630.2 6573351.4,380632.6 6573353.7,380634.5 6573356.4,380636.0 6573359.5,380636.8 6573362.8,380637.1 6573366.3))"
252,380836.88,6573378.31,16.08,11.00,190.0,2287.9,"POLYGON((380836.8 6573375.4,380836.7 6573377.5,380836.6 6573379.5,380836.3 6573381.3,380835.9 6573383.0,380835.4 6573384.3,380834.8 6573385.3,380834.2 6573385.9,380833.6 6573386.1,380833.0 6573385.9,380832.4 6573385.3,380831.9 6573384.3,380831.4 6573383.0,380831.0 6573381.3,380830.7 6573379.5,380830.5 6573377.5,380830.4 6573375.4,380830.5 6573373.4,380830.7 6573371.4,380831.0 6573369.5,380831.4 6573367.9,380831.9 6573366.6,380832.4 6573365.6,380833.0 6573365.0,380833.6 6573364.8,380834.2 6573365.0,380834.8 6573365.6,380835.4 6573366.6,380835.9 6573367.9,380836.3 6573369.5,380836.6 6573371.4,380836.7 6573373.4,380836.8 6573375.4))"
253,380051.88,6573377.31,21.43,11.00,103.0,1815.0,"POLYGON((380053.3 6573380.2,380053.2 6573381.3,380053.0 6573382.4,380052.6 6573383.5,380052.1 6573384.4,380051.6 6573385.1,380050.9 6573385.6,380050.2 6573386.0,380049.4 6573386.1,380048.7 6573386.0,380047.9 6573385.6,380047.3 6573385.1,380046.7 6573384.4,380046.2 6573383.5,380045.8 6573382.4,380045.6 6573381.3,380045.5 6573380.2,380045.6 6573379.0,380045.8 6573377.9,380046.2 6573376.9,380046.7 6573376.0,380047.3 6573375.2,380047.9 6573374.7,380048.7 6573374.4,380049.4 6573374.2,380050.2 6573374.4,380050.9 6573374.7,380051.6 6573375.2,380052.1 6573376.0,380052.6 6573376.9,380053.0 6573377.9,380053.2 6573379.0,380053.3 6573380.2))"
254,380527.88,6573377.31,20.79,11.00,258.0,4901.2,"POLYGON((380534.5 6573379.4,380534.4 6573380.8,380533.8 6573382.2,380533.0 6573383.5,380531.8 6573384.7,380530.5 6573385.6,380528.9 6573386.3,380527.2 6573386.7,380525.4 6573386.9,380523.6 6573386.7,380521.9 6573386.3,380520.3 6573385.6,380518.9 6573384.7,380517.8 6573383.5,380516.9 6573382.2,380516.4 6573380.8,380516.2 6573379.4,380516.4 6573377.9,380516.9 6573376.5,380517.8 6573375.2,380518.9 6573374.0,380520.3 6573373.1,380521.9 6573372.4,380523.6 6573372.0,380525.4 6573371.8,380527.2 6573372.0,380528.9 6573372.4,380530.5 6573373.1,380531.8 6573374.0,380533.0 6573375.2,380533.8 6573376.5,380534.4 6573377.9,380534.5 6573379.4))"
255,379908.88,6573376.31,26.07,11.00,684.0,14636.1,"POLYGON((379911.9 6573359.9,379911.7 6573363.0,379911.3 6573365.8,379910.6 6573368.5,379909.6 6573370.9,379908.4 6573372.8,379907.1 6573374.2,379905.7 6573375.1,379904.2 6573375.4,379902.7 6573375.1,379901.2 6573374.2,379899.9 6573372.8,379898.7 6573370.9,379897.7 6573368.5,379897.0 6573365.8,379896.6 6573363.0,379896.4 6573359.9,379896.6 6573356.9,379897.0 6573354.0,379897.7 6573351.4,379898.7 6573349.0,379899.9 6573347.1,379901.2 6573345.7,379902.7 6573344.8,379904.2 6573344.5,379905.7 6573344.8,379907.1 6573345.7,379908.4 6573347.1,379909.6 6573349.0,379910.6 6573351.4,379911.3 6573354.0,379911.7 6573356.9,379911.9 6573359.9))"
256,380185.88,6573374.31,20.54,11.00,265.0,4341.4,"POLYGON((380199.7 6573365.2,380199.5 6573367.4,380199.2 6573369.4,380198.6 6573371.3,380197.9 6573373.0,380197.0 6573374.4,380195.9 6573375.4,380194.8 6573376.0,380193.6 6573376.3,380192.4 6573376.0,380191.3 6573375.4,380190.3 6573374.4,380189.3 6573373.0,380188.6 6573371.3,380188.0 6573369.4,380187.7 6573367.4,380187.6 6573365.2,380187.7 6573363.1,380188.0 6573361.0,380188.6 6573359.1,380189.3 6573357.4,380190.3 6573356.0,380191.3 6573355.0,380192.4 6573354.4,380193.6 6573354.2,380194.8 6573354.4,380195.9 6573355.0,380197.0 6573356.0,380197.9 6573357.4,380198.6 6573359.1,380199.2 6573361.0,380199.5 6573363.1,380199.7 6573365.2))"
257,379818.88,6573373.31,27.24,11.00,155.0,3412.5,"POLYGON((379829.3 6573372.7,379829.2 6573373.8,379828.9 6573374.8,379828.4 6573375.8,379827.7 6573376.6,379827.0 6573377.3,379826.0 6573377.8,379825.1 6573378.1,379824.0 6573378.2,379823.0 6573378.1,379822.0 6573377.8,379821.1 6573377.3,379820.3 6573376.6,379819.7 6573375.8,379819.2 6573374.8,379818.9 6573373.8,379818.8 6573372.7,379818.9 6573371.7,379819.2 6573370.6,379819.7 6573369.7,379820.3 6573368.9,379821.1 6573368.2,379822.0 6573367.7,379823.0 6573367.4,379824.0 6573367.3,379825.1 6573367.4,379826.0 6573367.7,379827.0 6573368.2,379827.7 6573368.9,379828.4 6573369.7,379828.9 6573370.6,379829.2 6573371.7,379829.3 6573372.7))"
258,380385.88,6573373.31,21.25,11.00,45.0,861.4,"POLYGON((380387.2 6573374.2,380387.1 6573374.7,380387.0 6573375.2,380386.7 6573375.6,380386.4 6573376.0,380385.9 6573376.3,380385.4 6573376.6,380384.9 6573376.7,380384.3 6573376.8,380383.8 6573376.7,380383.3 6573376.6,380382.8 6573376.3,380382.3 6573376.0,380382.0 6573375.6,380381.7 6573375.2,380381.6 6573374.7,380381.5 6573374.2,380381.6 6573373.7,380381.7 6573373.3,380382.0 6573372.8,380382.3 6573372.4,380382.8 6573372.1,380383.3 6573371.9,380383.8 6573371.8,380384.3 6573371.7,380384.9 6573371.8,380385.4 6573371.9,380385.9 6573372.1,380386.4 6573372.4,380386.7 6573372.8,380387.0 6573373.3,380387.1 6573373.7,380387.2 6573374.2))"
259,380640.88,6573371.31,18.23,11.00,116.0,1774.3,"POLYGON((380642.1 6573368.4,380642.0 6573369.4,380641.7 6573370.4,380641.3 6573371.3,380640.8 6573372.1,380640.1 6573372.8,380639.3 6573373.3,380638.5 6573373.6,380637.6 6573373.7,380636.8 6573373.6,380635.9 6573373.3,380635.2 6573372.8,380634.5 6573372.1,380633.9 6573371.3,380633.5 6573370.4,380633.3 6573369.4,380633.2 6573368.4,380633.3 6573367.4,380633.5 6573366.4,380633.9 6573365.5,380634.5 6573364.7,380635.2 6573364.0,380635.9 6573363.5,380636.8 6573363.2,380637.6 6573363.1,380638.5 6573363.2,380639.3 6573363.5,380640.1 6573364.0,380640.8 6573364.7,380641.3 6573365.5,380641.7 6573366.4,380642.0 6573367.4,380642.1 6573368.4))"
260,380417.88,6573370.31,20.84,11.00,2457.0,44570.6,"POLYGON((380440.1 6573344.6,380439.6 6573351.3,380438.1 6573357.7,380435.7 6573363.6,380432.5 6573368.8,380428.6 6573373.0,380424.2 6573376.2,380419.3 6573378.1,380414.3 6573378.8,380409.3 6573378.1,380404.4 6573376.2,380400.0 6573373.0,380396.1 6573368.8,380392.9 6573363.6,380390.5 6573357.7,380389.0 6573351.3,380388.5 6573344.6,380389.0 6573337.9,380390.5 6573331.5,380392.9 6573325.6,380396.1 6573320.4,380400.0 6573316.2,380404.4 6573313.0,380409.3 6573311.1,380414.3 6573310.4,380419.3 6573311.1,380424.2 6573313.0,380428.6 6573316.2,380432.5 6573320.4,380435.7 6573325.6,380438.1 6573331.5,380439.6 6573337.9,380440.1 6573344.6))"
261,380545.88,6573370.31,20.50,11.00,220.0,4040.6,"POLYGON((380556.2 6573368.8,380556.0 6573369.7,380555.5 6573370.6,380554.7 6573371.4,380553.6 6573372.1,380552.2 6573372.7,380550.6 6573373.2,380548.9 6573373.4,380547.2 6573373.5,380545.4 6573373.4,380543.7 6573373.2,380542.2 6573372.7,380540.8 6573372.1,380539.7 6573371.4,380538.8 6573370.6,380538.3 6573369.7,380538.1 6573368.8,380538.3 6573367.9,380538.8 6573367.0,380539.7 6573366.2,380540.8 6573365.4,380542.2 6573364.8,380543.7 6573364.4,380545.4 6573364.1,380547.2 6573364.0,380548.9 6573364.1,380550.6 6573364.4,380552.2 6573364.8,380553.6 6573365.4,380554.7 6573366.2,380555.5 6573367.0,380556.0 6573367.9,380556.2 6573368.8))"
262,380007.88,6573369.31,18.81,11.00,66.0,1206.6,"POLYGON((380011.2 6573375.0,380011.2 6573376.0,380011.0 6573376.9,380010.8 6573377.7,380010.5 6573378.4,380010.1 6573379.0,380009.6 6573379.5,380009.1 6573379.7,380008.6 6573379.8,380008.0 6573379.7,380007.5 6573379.5,380007.1 6573379.0,380006.7 6573378.4,380006.3 6573377.7,380006.1 6573376.9,380005.9 6573376.0,380005.9 6573375.0,380005.9 6573374.1,380006.1 6573373.2,380006.3 6573372.4,380006.7 6573371.6,380007.1 6573371.0,380007.5 6573370.6,380008.0 6573370.3,380008.6 6573370.2,380009.1 6573370.3,380009.6 6573370.6,380010.1 6573371.0,380010.5 6573371.6,380010.8 6573372.4,380011.0 6573373.2,380011.2 6573374.1,380011.2 6573375.0))"
263,380210.88,6573367.31,17.94,11.00,373.0,6234.5,"POLYGON((380225.4 6573374.2,380225.3 6573376.4,380224.8 6573378.5,380224.0 6573380.4,380223.0 6573382.1,380221.7 6573383.4,380220.2 6573384.5,380218.6 6573385.1,380217.0 6573385.3,380215.3 6573385.1,380213.7 6573384.5,380212.2 6573383.4,380211.0 6573382.1,380209.9 6573380.4,380209.1 6573378.5,380208.6 6573376.4,380208.5 6573374.2,380208.6 6573372.1,380209.1 6573370.0,380209.9 6573368.1,380211.0 6573366.4,380212.2 6573365.1,380213.7 6573364.0,380215.3 6573363.4,380217.0 6573363.2,380218.6 6573363.4,380220.2 6573364.0,380221.7 6573365.1,380223.0 6573366.4,380224.0 6573368.1,380224.8 6573370.0,380225.3 6573372.1,380225.4 6573374.2))"
264,380490.88,6573367.31,23.27,11.00,240.0,4658.2,"POLYGON((380496.2 6573368.3,380496.1 6573370.0,380495.9 6573371.6,380495.4 6573373.1,380494.8 6573374.4,380494.0 6573375.4,380493.1 6573376.2,380492.2 6573376.7,380491.2 6573376.9,380490.2 6573376.7,380489.3 6573376.2,380488.4 6573375.4,380487.6 6573374.4,380487.0 6573373.1,380486.5 6573371.6,380486.3 6573370.0,380486.2 6573368.3,380486.3 6573366.6,380486.5 6573365.0,380487.0 6573363.5,380487.6 6573362.2,380488.4 6573361.2,380489.3 6573360.4,380490.2 6573359.9,380491.2 6573359.7,380492.2 6573359.9,380493.1 6573360.4,380494.0 6573361.2,380494.8 6573362.2,380495.4 6573363.5,380495.9 6573365.0,380496.1 6573366.6,380496.2 6573368.3))"
265,379844.88,6573364.31,27.79,11.00,743.0,17208.4,"POLYGON((379856.7 6573363.2,379856.6 6573366.1,379856.0 6573368.9,379855.2 6573371.5,379854.0 6573373.8,379852.6 6573375.6,379851.0 6573377.0,379849.3 6573377.9,379847.4 6573378.1,379845.6 6573377.9,379843.9 6573377.0,379842.3 6573375.6,379840.9 6573373.8,379839.7 6573371.5,379838.9 6573368.9,379838.3 6573366.1,379838.1 6573363.2,379838.3 6573360.3,379838.9 6573357.5,379839.7 6573354.9,379840.9 6573352.6,379842.3 6573350.8,379843.9 6573349.4,379845.6 6573348.6,379847.4 6573348.3,379849.3 6573348.6,379851.0 6573349.4,379852.6 6573350.8,379854.0 6573352.6,379855.2 6573354.9,379856.0 6573357.5,379856.6 6573360.3,379856.7 6573363.2))"
266,380703.88,6573364.31,15.79,11.00,854.0,11653.5,"POLYGON((380714.5 6573372.5,380714.2 6573375.2,380713.2 6573377.8,380711.5 6573380.2,380709.3 6573382.3,380706.7 6573384.0,380703.6 6573385.3,380700.3 6573386.1,380696.8 6573386.4,380693.4 6573386.1,380690.1 6573385.3,380687.0 6573384.0,380684.3 6573382.3,380682.1 6573380.2,380680.5 6573377.8,380679.5 6573375.2,380679.2 6573372.5,380679.5 6573369.7,380680.5 6573367.1,380682.1 6573364.7,380684.3 6573362.6,380687.0 6573360.9,380690.1 6573359.6,380693.4 6573358.8,380696.8 6573358.5,380700.3 6573358.8,380703.6 6573359.6,380706.7 6573360.9,380709.3 6573362.6,380711.5 6573364.7,380713.2 6573367.1,380714.2 6573369.7,380714.5 6573372.5))"
267,380077.88,6573362.31,15.66,11.00,30.0,467.0,"POLYGON((380082.7 6573364.4,380082.6 6573364.9,380082.5 6573365.3,380082.3 6573365.7,380082.1 6573366.0,380081.7 6573366.3,380081.3 6573366.5,380080.9 6573366.7,380080.5 6573366.7,380080.1 6573366.7,380079.7 6573366.5,380079.3 6573366.3,380079.0 6573366.0,380078.7 6573365.7,380078.5 6573365.3,380078.4 6573364.9,380078.3 6573364.4,380078.4 6573364.0,380078.5 6573363.6,380078.7 6573363.2,380079.0 6573362.8,380079.3 6573362.6,380079.7 6573362.3,380080.1 6573362.2,380080.5 6573362.2,380080.9 6573362.2,380081.3 6573362.3,380081.7 6573362.6,380082.1 6573362.8,380082.3 6573363.2,380082.5 6573363.6,380082.6 6573364.0,380082.7 6573364.4))"
268,380030.88,6573361.31,21.56,11.00,438.0,7839.6,"POLYGON((380035.0 6573359.8,380034.8 6573362.3,380034.4 6573364.7,380033.7 6573366.9,380032.8 6573368.8,380031.7 6573370.4,380030.4 6573371.5,380028.9 6573372.3,380027.5 6573372.5,380026.0 6573372.3,380024.6 6573371.5,380023.3 6573370.4,380022.2 6573368.8,380021.2 6573366.9,380020.5 6573364.7,380020.1 6573362.3,380020.0 6573359.8,380020.1 6573357.3,380020.5 6573354.9,380021.2 6573352.7,380022.2 6573350.8,380023.3 6573349.2,380024.6 6573348.0,380026.0 6573347.3,380027.5 6573347.1,380028.9 6573347.3,380030.4 6573348.0,380031.7 6573349.2,380032.8 6573350.8,380033.7 6573352.7,380034.4 6573354.9,380034.8 6573357.3,380035.0 6573359.8))"
269,380512.88,6573360.31,18.05,11.00,1016.0,17172.8,"POLYGON((380538.6 6573351.0,380538.1 6573354.1,380536.9 6573357.1,380534.9 6573359.9,380532.2 6573362.3,380529.0 6573364.3,380525.2 6573365.8,380521.2 6573366.7,380516.9 6573367.0,380512.7 6573366.7,380508.7 6573365.8,380504.9 6573364.3,380501.7 6573362.3,380499.0 6573359.9,380497.0 6573357.1,380495.7 6573354.1,380495.3 6573351.0,380495.7 6573347.9,380497.0 6573344.9,380499.0 6573342.2,380501.7 6573339.7,380504.9 6573337.8,380508.7 6573336.3,380512.7 6573335.4,380516.9 6573335.1,380521.2 6573335.4,380525.2 6573336.3,380529.0 6573337.8,380532.2 6573339.7,380534.9 6573342.2,380536.9 6573344.9,380538.1 6573347.9,380538.6 6573351.0))"
270,380062.88,6573359.31,18.28,11.00,21.0,372.9,"POLYGON((380064.7 6573360.9,380064.7 6573361.2,380064.6 6573361.4,380064.4 6573361.7,380064.1 6573361.9,380063.7 6573362.1,380063.3 6573362.2,380062.9 6573362.3,380062.5 6573362.4,380062.0 6573362.3,380061.6 6573362.2,380061.2 6573362.1,380060.8 6573361.9,380060.5 6573361.7,380060.3 6573361.4,380060.2 6573361.2,380060.2 6573360.9,380060.2 6573360.6,380060.3 6573360.3,380060.5 6573360.1,380060.8 6573359.8,380061.2 6573359.6,380061.6 6573359.5,380062.0 6573359.4,380062.5 6573359.4,380062.9 6573359.4,380063.3 6573359.5,380063.7 6573359.6,380064.1 6573359.8,380064.4 6573360.1,380064.6 6573360.3,380064.7 6573360.6,380064.7 6573360.9))"
271,380242.88,6573359.31,16.37,11.00,132.0,2086.4,"POLYGON((380242.0 6573360.0,380241.9 6573360.6,380241.4 6573361.3,380240.5 6573361.8,380239.4 6573362.4,380238.0 6573362.8,380236.5 6573363.1,380234.8 6573363.3,380233.0 6573363.3,380231.3 6573363.3,380229.6 6573363.1,380228.0 6573362.8,380226.7 6573362.4,380225.6 6573361.8,380224.7 6573361.3,380224.2 6573360.6,380224.1 6573360.0,380224.2 6573359.3,380224.7 6573358.7,380225.6 6573358.1,380226.7 6573357.6,380228.0 6573357.2,380229.6 6573356.8,380231.3 6573356.7,380233.0 6573356.6,380234.8 6573356.7,380236.5 6573356.8,380238.0 6573357.2,380239.4 6573357.6,380240.5 6573358.1,380241.4 6573358.7,380241.9 6573359.3,380242.0 6573360.0))"
272,380559.88,6573359.31,20.93,11.00,220.0,4092.5,"POLYGON((380573.3 6573361.2,380573.1 6573362.2,380572.7 6573363.1,380571.9 6573364.0,380570.9 6573364.8,380569.7 6573365.4,380568.3 6573365.9,380566.7 6573366.2,380565.2 6573366.2,380563.6 6573366.2,380562.0 6573365.9,380560.6 6573365.4,380559.4 6573364.8,380558.4 6573364.0,380557.6 6573363.1,380557.2 6573362.2,380557.0 6573361.2,380557.2 6573360.2,380557.6 6573359.3,380558.4 6573358.4,380559.4 6573357.6,380560.6 6573357.0,380562.0 6573356.6,380563.6 6573356.3,380565.2 6573356.2,380566.7 6573356.3,380568.3 6573356.6,380569.7 6573357.0,380570.9 6573357.6,380571.9 6573358.4,380572.7 6573359.3,380573.1 6573360.2,380573.3 6573361.2))"
